Identifiant	Nom	N° Siret	Département	CP	Commune	N° Gidic	X-Lambert-93	Y-Lambert-93	Année début	Année fin	Activité	Raison sociale	Date fin arrêté	Substance	Année1	Année2	Explosifs
70481	Elguia	32506962300016	64	64162	CAMOU-CIHIGUE	052.04599	381667.92	6233013.23	2002	2032	Oui	ETABLISSEMENTS LABORDE	08 02 2032	Roche calcaire	2002	2031	
70482	Les Carrières		12	12003	LES ALBRES	068.0005	636936.22	6383477.81	1972	2020	Oui	ROUQUETTE TRAVAUX PUBLICS SOGA CANTALOUBE FERNAND CHAUZY ALBERT	18 11 2020	Roche métamorphique	1972	2020	
70483	KERGONTRARY		22	22229	PLOUNEVEZ-QUINTIN	055.02365	238449.83	6819764.18	1976	2006	Oui	ETABLISSEMENTS LAGOGUE M. LAGOGUE MARCEL	14 10 2006	Granite, granodiorite, etc	1976	2005	
70487	Achtokocho		64	64036	ARBOUET-SUSSAUTE	052.02383	377127.79	6262570.71	1992	2036	Oui	SAGRAL	20 07 2006	Roche calcaire	1992	2035	
70488	Le Bègue		12	12011	ARVIEU	068.00008	673504.12	6344510.76	1972	2021	Oui	SOCIETE INDUSTRIELLE DE MATERIAUX CARRIERES D'ARVIEU LLORCA JOSEPH	13 11 2021	Amphibolite	1972	2021	
70490	La Cau		12	12020	BALSAC	068.02473	657585.44	6367979.25	1972	2021	Oui	SOCIETE D'EXPLOITATION DES ETABLISSEMENTS MARCEL DELMAS VEUVE DELMAS SYLVIANE	30 08 2007	Roche calcaire	1972	2037	1 discri
70492	Gourdoux		12	12036	BROMMAT	068.03037	676039.56	6409334.20	1972	2019	Oui	CHASSANG PIERRE	06 04 2019	Basalte	1972	2019	
70554	Abarratia		64	64086	AYHERRE	052.04560	356329.69	6259181.87	2005	2030	Oui	CARRIERES DE SARE	01 04 2030	Pegmatites indifférenciées	2005	2029	
70556	Saint-Martin		12	12039	BRUSQUE	068.02483	695569.48	6297567.24	1972	2018	Oui	SOCIETE GUIPAL SOCIETE DES TRAVAUX ET CARRIERES DE SAINT-MARTIN SERS JOSEPH	14 08 2018	Roche calcaire	1972	2018	
70589	Bois Sud, Au Bois		64	64247	GOTEIN-LIBARRENX	052.04625	382958.15	6238713.33	1994	2027	Oui	CARRIERES ET TRAVAUX DE NAVARRE	29 04 2027	Dolérite, diabase	1994	2026	
70590	Les Blancs Friches, Les Chesnots		61	61183	GAPREE	053.02820	500435.44	6839271.18	1986	2016	Oui	ENTREPRISE DUMOULIN DUMOULIN J.C.	27 02 2016	Roche calcaire	1986	2015	
70593	Le Maurel, Les Faysses		12	12044	CAMARES	068.03040	692193.85	6299868.36	1984	2019	Oui	COSTE FRERES COSTE FRERES	05 04 2019	Roche calcaire	1984	2019	
70594	Saint-Urbain		12	12047	CAMPAGNAC	068.00031	709913.74	6366744.22	1991	2021	Oui	SOCIETE INDUSTRIELLE DE MATERIAUX	13 11 2021	Roche calcaire	1991	2021	
70595	TROMANOIR		29	29184	PLOUENAN	055.02585	184592.47	6858897.06	1990	2011	Oui	SOCIÉTÉ DES CARRIÈRES BRETONNES GOARNISSON	25 05 2011	Granite, granodiorite, etc	1990	2011	
70596	Cantoinet, Roc de la Liberté		12	12051	CANTOIN	068.00033	682974.58	6415400.84	1972	2018	Oui	BOIX ET COMPAGNIE	23 06 2018	Basalte	1972	2018	
70597	Monplaisir		64	64250	GUICHE	052.04627	358867.33	6277944.91	1998	2015	Oui	DURRUTY	14 03 2015	Roche calcaire	1998	2014	1 discri
70599	Mézerac		12	12107	GAILLAC-D'AVEYRON	068.00079	693026.22	6361485.47	1973	2034	Oui	TOURRETTE MARCEL	07 04 2034	Roche calcaire	1973	2034	
70600	Lescondan		29	29148	MESPAUL	055.02547	180806.87	6856800.43	1976	2039	Oui	BODERIOU TRANSPORT ET CARRIERES BODERIOU TRANSPORT ET CARRIERES	25 11 2039	Granite	1976	2039	
70617	Le Plessis-Rubihan		29	29169	PLOGONNEC	055.02569	165790.18	6798249.70	1991	2011	Oui	M. HENRY SALM	05 09 2011	Granite, granodiorite, etc	1991	2011	
70619	Kerporziou		29	29204	PLOUNEVENTER	055.02529	165986.70	6853286.57	1993	2012	Oui	SIMON	26 08 2012	Granite, granodiorite, etc	1993	2012	
70620	Montagne Rouge		64	64304	LAHONCE	052.04646	343302.51	6274795.04	1973	2010	Non	CARRIERES DE SARE DURRUTY LES CIMENTS D'ADOUR	30 03 2010	Roche calcaire	1975	2010	
70622	KERYAOUEN		29	29145	MEILARS	055.02536	147985.96	6797902.93	1990	2030	Oui	GUENNEAU	21 12 2030	Granite, granodiorite, etc	1990	2030	
70623	Kerfaven		29	29180	PLOUDIRY	055.01031	173780.41	6844449.59	1975	2014	Oui	LAGADEC	06 04 2014	Schiste	1975	2014	
70624	Hiribéria		64	64279	ITXASSOU	52.04641	343436.72	6258873.71	2003	2023	Oui	AGUERRE	19 06 2023	Roche calcaire	2003	2022	1 discri
70625	Dour Grâce		29	29216	PLUGUFFAN	055.01109	163813.58	6785854.18	1987	2017	Oui	LE PAPE	28 10 2017	Granite, granodiorite, etc	1987	2017	
70626	Lauga	572165652	64	64031	ARANCOU	052.04518	371676.70	6268592.18	2002	2033	Oui	GSM SUD-OUEST	18 04 2033	Roche calcaire	2003	2032	
70627	Ruvarnisson		29	29163	PLEYBER-CHRIST	055.00994	190860.10	6844307.03	1975	2020	Oui	HELARY GRANULATS HELARY GRANULATS M. YVES POULIQUEN	29 12 2020	Granite, granodiorite, etc	1975	2020	
70628	Paratce	31181011300010	64	64277	ISTURITS	052.04638	357212.54	6260918.95	1973	2024	Oui	CARRIERES DE SARE DURRUTY	01 08 2024	Roche calcaire	1973	2024	
70629	Neiz Vran		29	29247	SAINT-EVARZEC	055.00642	177538.82	6781396.40	1975	2014	Oui	CARRIÈRES LANNURIEN LANNURIEN ETS M. JEAN-LOUIS LANNURIEN	28 05 2014	Gneiss	1975	2036	
70630	Kervinaouet		29	29081	HUELGOAT	055.03835	196800.09	6827600.32	1976	2006	Non	M. DUARTE-REY JOSE KERGUIDUFF FILS	19 05 2006	Granite, granodiorite, etc	1976	2006	
70631	SAINT HERBOT	323191841	29	29175	PLONEVEZ-DU-FAOU	055.02577	195529.62	6824704.97	2000	2005	Non	ETP LE CORRE	06 12 2007	Autres substances - indéterminées	2000	2005	
70632	Bidart et Harchoury	30492652000012	64	64155	BUSTINCE-IRIBERRY	052.04592	359441.31	6240549.36	1976	2038	Oui	CARRIERES ET TRAVAUX DE NAVARRE	01 03 1994	Roche calcaire	1976	2037	1 ICPE
70633	Le Pic		64	64463	REBENACQ	052.04707	423467.73	6233732.51	1977	2037	Oui	GSM SABLIERES MODERNES D'ARESSY	25 07 2007	Roche calcaire	1977	2037	1 ICPE
70634	AR NANC		29	29175	PLONEVEZ-DU-FAOU		193998.64	6816644.14	1976	1986	Non	M. LECORRE ANDRE M. MENEZ JEAN	17 12 1996	Schiste	1976	1985	
70635	La Forêt		64	64014	AINHOA	052.04510	335523.34	6253854.98	1999	2019	Oui	LARRONDE	22 06 2019	Roche calcaire	1999	2019	
70639	Moulin à Vern		29	29093	KERNILIS	055.03814	154140.94	6854670.70	1990	2020	Oui	CARRIERES DE KERGUILLO M. BOSSARD YVES SOCIETE DE GESTION D'EXPLOITATION DE CARRIERES	04 04 2020	Granite, granodiorite, etc	1990	2020	
70640	Ahusky		64	64081	AUSSURUCQ	052.05158	375534.96	6230165.91	2000	2009	Non	CARRIERES ET TRAVAUX DE NAVARRE	08 05 2009	Roche calcaire	2000	2009	
70642	Larrous, Darre-Larrecot	780 084 679 00	64	64113	BERGOUEY-VIELLENAVE	052.04573	372541.60	6267218.30	2002	2032	Oui	CARRIERES LAFITTE	21 06 2032	Roche calcaire	2002	2032	
70643	Coat Dero		29	29037	COMBRIT	055.02451	163135.83	6779139.54	1990	2005	Non	M. PERON JEAN-NOEL SOCIETE DE LA DISTILLERIE DES MENHIRS	04 04 2005	Granite, granodiorite, etc	1990	2032	
70644	KERNIVEL		29	29071	GUILLIGOMARC'H	055.00809	222091.56	6779111.81	1976	2016	Oui	MELEDO	12 03 2016	Granite, granodiorite, etc	1976	2016	1 Internet
70645	Coustey		64	64463	REBENACQ	052.04708	422628.16	6234032.23	1983	2024	Oui	SOUBERCAZE ET FILS	20 04 2024	Roche calcaire	1983	2024	
70646	Moulin de Guédot		64	64463	REBENACQ	052.04706	423497.96	6232952.69	1973	2013	Oui	GSM ATLANTIQUE LORIA ET FILS	27 06 2013	Roche calcaire	1973	2012	
70647	Quignec		29	29067	GUERLESQUIN	055.02495	214230.61	6846302.02	1990	2020	Oui	ENTREPRISE LAGADEC M. CRENN LUCIEN	22 08 2020	Granite, granodiorite, etc	1990	2020	
70648	Lapart		64	64062	ARUDY	052.04544	419935.48	6229616.23	1975	1995	Non	NAVAILLES	28 01 1995	Roche calcaire	1975	1995	
70650	Moulin de Kerlevesq		29	29008	BEUZEC-CAP-SIZUN	055.03777	141418.94	6799235.14	1981	2027	Oui	SOCIETE ROUTIERE DELHOMMEAU	25 04 2027	Granite, granodiorite, etc	1981	2027	
70651	Kerguillo		29	29069	GUILERS	055.00805	143274.30	6839726.06	1976	2026	Oui	CARRIERES DE KERGUILLO CARRIERES DE CONDAT	04 07 2026	Granite, granodiorite, etc	1976	2026	
70652	Treusker		29	29067	GUERLESQUIN	055.02486	213540.89	6846668.40	1988	2003	Non	FERNANDES JOAO	11 01 2003	Granite, granodiorite, etc	1988	2003	
70653	KERVEULEUGANT (parcelles 168 et 169 section B)		29	29148	MESPAUL	055.02546	180868.80	6858640.13	1976	2015	Oui	M. HERROU BERTRAND	07 06 2015	Granite, granodiorite, etc	1976	2015	
70654	Pont du pinvidic		29	29097	LAMPAUL-GUIMILIAU	055.00852	177905.41	6844405.44	1976	2014	Oui	LAGADEC M. JEAN-FRANCOIS GOARNISSON	27 04 2014	Quartzite	1976	2014	
70656	Bisarce		64	64064	ASASP-ARROS	052.04545	404856.49	6229416.23	1973	2033	Oui	CARRIERES DANIEL ETABLISSEMENTS ARA ET CIE	23 07 1984	Dolomie	1973	2033	
70657	Le Dividou		29	29059	GARLAN	055.00782	201956.77	6857487.13	1976	2039	Oui	SOCIÉTÉ DES CARRIÈRES BRETONNES GOARNISSON	24 02 2039	Granite, granodiorite, etc	1976	2039	1 Internet
70658	Toullouarn		29	29077	GUISSENY	055.03796	152637.05	6861562.62	1984	2014	Oui	LAGADEC	26 09 2014	Granite, granodiorite, etc	1984	2014	
70659	Lacoste	04688006800013	64	64064	ASASP-ARROS	052.04547	404585.47	6230490.70	1973	2023	Oui	CARRIERES DANIEL ETABLISSEMENTS ARA ET CIE MINVIELLE ROGER	18 07 2023	Roche calcaire	1973	2023	
70660	Kerorval		29	29052	ESQUIBIEN	055.02474	139022.46	6798314.04	1984	2009	Oui	ENTREPRISE LE ROUX	06 05 2039	Granite, granodiorite, etc	1984	2039	
70662	Canton de Hourcq et Lacoste		64	64064	ASASP-ARROS	052.05360	403495.32	6230896.74	1997	2027	Oui	CARRIERES ET TRAVAUX D'ASASP	27 10 2027	Roche calcaire	1998	2027	
70664	Garrénot		64	64068	ASSON	052.04554	437324.67	6226446.67	1975	2034	Oui	JACQUES ET GUY DANIEL	27 05 2034	Roche calcaire	1975	2033	1 ICPE
70667	Pontauban		29	29081	HUELGOAT	055.03825	198413.88	6827277.70	1973	2003	Non	OUEST GRANIT	21 03 2003	Granite, granodiorite, etc	1973	2003	
70670	Le Mingant		29	29047	LE DRENNEC	055.03787	155495.43	6853249.10	1987	1997	Non	DONVAL ANDRE	31 03 2010	Gneiss	1987	1997	
70671	Le Hinguer		29	29025	CAST	055.14277	174643.83	6805276.47	1975	2035	Oui	SOCIETE ROUTIERE DELHOMMEAU	27 01 2035	Roche métamorphique	1975	2035	
70672	Artigue-Dreyturères		64	64353	LOUVIE-JUZON	052.04678	422183.47	6226826.41	1985	2027	Oui	LACROUTS	24 04 2027	Roche calcaire	1997	2026	1 Internet
70676	Lagut	89695029200046	64	64168	CARRESSE-CASSABER	052.04605	375887.06	6273982.79	1992	2022	Non	CEMEX GRANULATS SUD-OUEST MORILLON CORVOL SUD-OUEST SABLIERES ET ENTREPRISES MORILLON CORVOL SOPHITRA	13 03 2022	Roche calcaire	1992	2021	
70677	Le Bager	32506962300016	64	64422	OLORON-SAINTE-MARIE	052.04692	408682.32	6230460.35	1973	2022	Oui	LABORDE	26 05 2024	Roche calcaire	1973	2023	1 Internet
70678	Loc Armand		29	29057	LA FORET-FOUESNANT	055.03789	180113.13	6780310.29	1995	2008	Non	ATELIER PROTEGE FOUESNANTAIS	14 09 2009	Gneiss	1995	2008	
70679	Kerléac'h		29	29077	GUISSENY	055.09025	154244.00	6859295.68	1991	2022	Oui	CONSTRUCTIONS JOSEPH GERVEZ M. GERVEZ JOSEPH	17 05 2022	Granite, granodiorite, etc	1991	2022	
70682	Rhun-Vras		29	29080	HOPITAL-CAMFROUT	055.03803	163550.32	6827853.33	1979	2009	Non	M. DANIEL SANQUER	26 11 2009	Granite, granodiorite, etc	1979	2009	
70684	Kéramborn		29	29045	DIRINON	055.03786	162683.03	6832920.00	1975	2019	Oui	CARRIÈRE DE KERAMBORN MME LE BOT ANNIE M. LE BOT PIERRE	16 02 2019	Schiste	1975	2019	
70685	Roz Pérez		29	29018	BRENNILIS	055.09128	194409.96	6828081.42	1974	2032	Oui	SORODEC M. TANGUY FRANÇOIS	05 07 2032	Granite, granodiorite, etc	1974	2032	1 Internet AP
70686	Arricau	096472311	64	64286	LAA-MONDRANS	052.04648	393850.15	6267733.86	1992	2022	Oui	ENTREPRISE REY-BETBEDER	20 08 2022	Roche calcaire	1993	2022	
70687	Kerhoantec-Keranveo		29	29049	ELLIANT	055.02467	186776.26	6786207.54	1975	2018	Oui	SOCIÉTÉ DES CARRIÈRES BRETONNES CARRIERES ET SABLIERES ROLLAND-DOARE DOARE	03 11 2018	Gneiss	1975	2018	
70688	Kergouhine		29	29002	ARZANO	055.02429	220076.70	6775248.13	1976	2021	Oui	QUARTZ ET MINERAUX QUARTZ ET GRANULATS CRAVIC JEAN-LOUIS	29 06 2021	Quartzite	1976	2021	
70690	Le Roz		29	29137	LOGONNA-DAOULAS	055.03840	158265.51	6828208.60	1975	2013	Oui	YACA CARRIERE KERBIRIOU LOGONNA KERBIRIOU QUEMENEUR	25 04 2013	Roche métamorphique	1975	2013	
70691	Saint Guinec		29	29081	HUELGOAT	055.02512	197456.13	6828644.17	1976	2017	Oui	M. DUARTE-REY JOSE	08 01 2017	Granite, granodiorite, etc	1976	2017	
70694	Kerandreign	377080320	29	29049	ELLIANT	055.02468	188646.60	6788352.43	1975	2020	Oui	CARRIERES ET SABLIERES ROLLAND-DOARE JEANNES PIERRE	18 12 1990	Granite, granodiorite, etc	1975	2020	
70695	Kerrous		29	29051	ERGUE-GABERIC	055.14279	174268.92	6791608.83	1975	2017	Oui	SOCIETE ROUTIERE DELHOMMEAU	27 01 2017	Roche métamorphique	1975	2017	
70696	Moulin de Roz		29	29075	GUIPAVAS	055.09027	155109.08	6840177.80	1975	2032	Oui	PRIJENT ET COMPAGNIE M. PRIJENT YVES	17 05 2032	Gneiss	1975	2032	
70721	La Roche qui Goutte		88	88447	SAULXURES-SUR-MOSELOTTE	062.04169	981813.85	6766723.76	1989	2016	Oui	BONINI POIROT SERGE	25 01 2016	Granite, granodiorite, etc	1989	2016	1 EOST
70725	La Brûlée		88	88196	GERARDMER	062.02220	983852.28	6782029.49	1972	2027	Oui	SAGRAM SOCIETE NOUVELLE DES GRANITS DES VOSGES OREDA ANTOINE	20 02 2027	Granite, granodiorite, etc	1972	2027	1 EOST
70726	Vallée Raffart		89	89447	VEZINNES	054.01526	768896.69	6754179.03	1999	2014	Oui	MANSANTI FORTINI	11 06 2014	Roche métamorphique	1999	2014	
70729	Molay		89	89259	MOLAY	054.00876	769760.22	6736086.14	1975	2008	Non	CARRIERE DE LA BELLE DAME REDLAND GRANULATS CARRIERES D'ANGY GIRARDOT MARC CARRIERE DE LA BELLE DAME	06 07 2008	Roche calcaire	1975	2008	
70731	Les Lavières		89	89259	MOLAY	054.00873	769941.89	6735527.06	1974	2023	Oui	ROGER MARTIN BELLIFONTAINE BLOT	03 06 2023	Roche calcaire	1974	2023	
70732	Bois de la Haie de la Ville		88	88363	PUNEROT	062.06448	908751.23	6820956.22	2004	2019	Oui	CALIN PAUL	13 05 2019	Roche calcaire	2004	2019	1 EOST
70734	Montréal		89	89267	MONTREAL	054.00884	780579.96	6717760.61	1978	2023	Oui	SAFAC DESCHIRON	06 08 2023	Roche calcaire	1978	2023	
70736	Ravières		89	89321	RAVIERES	054.00916	792590.02	6736884.14	2002	2012	Oui	LANDRIER TP	07 03 2012	Roche calcaire	2002	2012	
70737	Saint-Nicolas		89	89321	RAVIERES	054.00917	792038.51	6737115.66	2004	2034	Oui	ROCAMAT	06 08 2034	Roche calcaire	2004	2034	
70741	Les chagniats		89	89341	SAINT-CYR-LES-COLONS	054.00936	757022.65	6737992.38	2002	2017	Oui	CLOUTIER G.	09 02 2026	Roche calcaire	2002	2026	
70745	Le Bois Gauthier		89	89351	SAINTE-MAGNANCE	054.00956	781254.48	6705278.64	1976	2016	Oui	CARRIERE DE SAINTE-MAGNANCE SAMA	18 09 2016	Rhyolite	1976	2016	
70746	Venoy		89	89438	VENOY	054.00987	746716.40	6743949.22	1974	2017	Oui	CLOUTIER G. BISEUX LEON	19 11 2017	Roche calcaire	1974	2017	
70748	Les Poulettes		89	89441	VERMENTON	054.01006	757051.11	6729102.58	1984	2015	Oui	CLOUTIER G.	03 08 2015	Roche calcaire	1984	2015	
70752	Vireaux		89	89481	VIREAUX	249.00076	778143.21	6744055.43	2004	2018	Oui	CARRIERE DE LA BELLE DAME	16 07 2018	Roche calcaire	2004	2018	
70753	Devant Frangis		89	89481	VIREAUX	070.00286	779386.07	6743061.26	1974	2023	Oui	LAFARGE-CIMENT	06 08 2023	Roche calcaire	1974	2023	
70754	Les Epeaux		89	89004	AISY-SUR-ARMANCON	054.00640	791282.74	6729180.87	1978	2009	Oui	COLEXY SAFAC SNCF	28 02 2023	Roche calcaire	1978	2023	
70755	Les Lavières		89	89223	LEZINNES	054.00855	778130.31	6746135.84	1977	2021	Oui	COMPAGNIE DES SABLIERES DE LA SEINE GRANULATS SEINE NORMANDIE REDLAND GRANULATS CARRIERES D'ANGY GIRARDOT MARC CARRIERE DE LA BELLE DAME	16 08 2013	Roche calcaire	1977	2021	
70756	Les Guérats, la planchette		89	89208	JOUX-LA-VILLE	054.00850	764663.30	6722883.20	1989	2032	Oui	BERGER FRERES CUNAULT PAUL	13 06 2032	Roche calcaire	1989	2032	
70757	Bierry-les-Belles-Fontaines		89	89042	BIERRY-LES-BELLES-FONTAINES	054.00682	787327.92	6724434.84	1993	2023	Oui	ROCAMAT	14 05 2023	Roche calcaire	1993	2023	
70758	Carrière de Vorion		89	89246	MASSANGIS	054.00866	771783.15	6724975.42	1973	2033	Oui	ROCAMAT	12 02 2033	Roche calcaire	1973	2033	
70759	Chassenet		89	89042	BIERRY-LES-BELLES-FONTAINES	052.03186	788581.61	6724239.77	1973	2024	Oui	ROCAMAT	28 07 2024	Roche calcaire	1973	2024	
70760	Carrière d'Arlot		89	89132	CRY	colin	793258.18	6735604.88	1973	1977	Non	ROCAMAT DERVILLE MARBRES Français	17 01 1993	Roche calcaire	1973	1993	
70761	Les Carrières		89	89259	MOLAY	054.00648	769711.21	6735982.23	1974	2014	Oui	CARRIERES MEN ARVOR SECM	14 12 2014	Roche calcaire	1974	2014	
70762	Annay-sur-Serein		89	89010	ANNAY-SUR-SEREIN	054.00878	770176.44	6734812.17	1990	2017	Oui	EUROMAT GOMEZ ALBERTO	18 12 2017	Roche calcaire	1990	2017	
70781	Sur le Rein		89	89190	GIVRY	054.00805	761097.40	6714118.77	1977	2035	Oui	BERGER FRERES BERGER MARCEL	11 07 2035	Roche calcaire	1977	2035	
70782	Le Gros Thereau		89	89158	ETAIS-LA-SAUVIN	054.00787	722872.61	6710273.37	1973	2009	Oui	COLEXY SAFAC	18 05 2026	Roche calcaire	1973	2026	
70783	Bois de la Pérouse		89	89132	CRY	054.00076	793615.48	6733833.21	1973	2020	Oui	SOGEPIERRE ROCAMAT	30 01 2020	Roche calcaire	1973	2020	
70784	Le Châtelet		89	89130	CRAVANT	054.00761	751575.52	6732813.77	1977	2008	Non	CRAVANT	30 08 2008	Roche métamorphique	1977	2008	
70785	Bois de Joilgny		89	89130	CRAVANT	054.00758	751653.52	6732720.34	1974	2036	Oui	CESCHIN PATRICK	10 05 2036	Roche calcaire	1974	2036	
70786	Les Pierres liées		89	89129	CRAIN	054.00756	744486.28	6715246.01	1976	2025	Oui	EUROVIA COCHERY BOURDIN CHAUSSE COCHERY ALBERT	11 08 2025	Roche calcaire	1976	2025	
70787	Le Contour des Fontaines		89	89101	CHEU	255.00021	755615.67	6764907.37	1984	2017	Oui	MANSANTI FORTINI	20 10 2004	Roche calcaire	1984	2017	
70789	La Larry Haut		89	89087	CHASSIGNELLES	054.00718	789646.39	6739432.42	1973	2036	Oui	ROCAMAT DERVILLE FEVRE ANCIENS ETABLISSEMENTS FEVRE	18 05 2036	Roche calcaire	1973	2036	
70792	Champs-Savoyards		89	89010	ANNAY-SUR-SEREIN	054.00649	769523.02	6736185.80	1989	2009	Oui	PIERRE MUREUSE DE BOURGOGNE DARDE	16 12 2014	Roche calcaire	1984	2014	
70793	Andryes		89	89007	ANDRYES	054.00642	733819.07	6712892.15	1976	2035	Oui	CARRIERE GIRAULT DE VILLEPRENOY	18 07 2035	Roche calcaire	1976	2035	
70794	Les Cralétins		89	89007	ANDRYES	054.00643	736406.74	6714000.50	1976	2010	Oui	CALEXY SAFAC	02 05 2010	Roche calcaire	1976	2010	
70795	Les Vorgeaux		89	89007	ANDRYES	054.00641	734525.73	6713356.37	1975	2016	Oui	CENTRE LOIRE GRANULATS CARRIERES D'ANDRYES BIZARD MAURICE	16 08 2016	Roche calcaire	1976	2016	
70797	L'Affichot		89	89010	ANNAY-SUR-SEREIN	054.00653	772218.16	6740485.93	1991	2009	Oui	LAFARGE GRANULATS SEINE NORD BOUCHARD PERE ET FILS STRBIK BERNARD	05 09 2010	Roche calcaire	1991	2025	
70798	Source des Ajoncs		89	89197	GUILLON	054.00814	781698.95	6716089.12	1977	2014	Oui	ROSA PAUL ET FILS	02 06 2014	Roche calcaire	1977	2014	
70799	Sous les Faux		89	89131	CRUZY-LE-CHATEL	colin	791727.04	6750401.06	1998	2013	Oui	CARRIERES MEN ARVOR COELHO-NOGENT	13 02 2013	Roche calcaire	1998	2013	
70801	Saint-Vinnemer		89	89407	TANLAY	054.00967	780777.51	6748820.55	1990	2017	Oui	CARRIERES DE SAINT-VINNEMER	12 12 2017	Roche meuble	1990	2017	
70802	Papelauque		66	66014	BAIXAS	066.01371	683727.42	6184646.83	1972	2021	Oui	CARRIERES DE LA MADELEINE LAFARGE GRANULATS ROUSILLON CARRIERES DE BAIXAS ET DE L'AGLY PROVIA	17 03 2021	Roche calcaire	1972	2021	1 Internet
70803	Les Hostalets		66	66112	MONTAURIOL	066.01432	675917.74	6163894.87	1973	2014	Oui	MORET	17 03 2014	Schiste	1973	2014	
70804	La Loubatière	56207267800187	66	66231	VINGRAU	066.01535	683083.23	6192605.95	1991	2024	Oui	OMYA SAS	04 11 2024	Roche calcaire	1991	2024	1 discri
70805	Mont Espira		66	66069	ESPIRA-DE-L'AGLY	066.01405	685000.68	6191143.26	1984	2020	Oui	SOCIETE D'AMENAGEMENT ET DE TRAVAUX PUBLICS PROVENCALE	04 02 2034	Roche calcaire	1984	2020	1 discri
70806	La Feyche	655520146	66	66231	VINGRAU	066.01536	684059.66	6193354.80	1984	2014	Oui	PROVENCALE	12 06 2014	Roche calcaire	1984	2014	1 discri
70807	La Narède		66	66205	TAUTAVEL	066.01519	681589.19	6191214.80	1984	2035	Oui	PROVENCALE	18 05 2035	Roche calcaire	1984	2035	1 discri
70808	Feyches del Sola	314320151	66	66095	LATOUR-DE-CAROL	066.01418	606862.81	6153922.90	1984	2040	Oui	COLAS MIDI MEDITERRANEE ROUSSILLON AGREGATS CARRIERES FONT	24 01 2015	Granite, granodiorite, etc	1984	2040	
70811	Sarrat de la Traverse	624200804	66	66190	SALSES-LE-CHATEAU	066.01513	689811.26	6192973.73	1993	2020	Oui	SABLIERE DE LA SALANQUE	21 01 2020	Roche calcaire	1993	2020	1 discri
70813	Coumeilles des Barrencs	392580155	66	66071	ESTAGEL	066.01409	676676.34	6185087.57	1973	2015	Oui	VAILLS OMYA SAS MAS ALFONSO	12 08 2015	Roche calcaire	1973	2025	
70816	Les Fonteneilles Hautes	490096591	66	66119	MOSSET	066.01433	643219.61	6176244.72	1977	2018	Oui	IMERYS CERAMICS FRANCE FELDSPATHS DU MIDI CERATERA	20 07 2018	Feldspath	1977	2018	
70817	Les Téouliéras	490096591	66	66201	TARERACH	066.01516	659734.51	6175315.87	1997	2027	Oui	IMERYS CERAMICS FRANCE DENAIN ANZIN MINERAUX FELDSPATHS DU MIDI	11 04 2027	Feldspath	1997	2027	
70818	Mirandes Altes	58268032800082	66	66069	ESPIRA-DE-L'AGLY	066.01407	684681.28	6186289.37	1973	2015	Oui	CARRIERES DE LA MADELEINE LAFARGE GRANULATS ROUSILLON CARRIERES DE BAIXAS ET DE L'AGLY SOCIÉTÉ AUXILIAIRE DE CONCASSAGE DE BAIXAS CARRIERES DE BAIXAS ET DE L'AGLY	30 09 2015	Roche calcaire	1973	2015	1 discri
70819	Les Quatre Consuls		66	66023	BOULETERNERE	066.01378	665550.03	6170291.41	1973	2022	Oui	MORET-PALLARES QUARTZITES DE SERRABONNE	09 12 2022	Schiste	1973	2022	
70820	Barrens	447754086	66	66030	CALCE	066.01387	679843.09	6185554.83	1983	2022	Oui	GUINTOLI GRANDS TRAVAUX DU ROUSSILLON	21 12 2022	Roche calcaire	1983	2022	1 discri
70821	La Nadulle	490096591	66	66077	FENOUILLET	066.01412	648133.89	6186775.66	1972	2008	Non	IMERYS CERAMICS FRANCE FELDSPATHS DU MIDI CERATERA	09 10 2009	Feldspath	1972	2002	
70822	Les Causses		66	66170	SAINTE-COLOMBE	066.01493	677933.53	6169112.24	1972	2031	Oui	COLAS MIDI MEDITERRANEE ROUSSILLON AGREGATS CIVALE	07 07 2031	Roche calcaire	1972	2031	1 Internet
70824	Larouyre	49009659100147	66	66169	SAINT-ARNAC	066.01492	662956.20	6184990.20	1973	2020	Oui	IMERYS CERAMICS FRANCE BAUX FELDSPATHS DU MIDI	21 11 2020	Feldspath	1973	2020	
70825	Castillet	49009659100147	66	66092	LANSAC	066.01491	663581.42	6186394.76	1973	2023	Oui	IMERYS CERAMICS FRANCE DENAIN ANZIN MINERAUX BAUX	03 08 2023	Feldspath	1973	2023	
70826	Labrousse		66	66112	MONTAURIOL	066.01430	678392.94	6164165.47	1973	2009	Oui	BANTURE RENE PEREZ-VALIENTE	22 04 2009	Schiste	1973	2009	
70843	Les Essarts		21	21197	CORPOYER-LA-CHAPELLE	054.00100	820856.89	6717946.25	1999	2014	Oui	GRANULATS BOURGOGNE AUVERGNE BOUCHARD	23 05 2014	Roche calcaire	1999	2014	
70844	Barberet		21	21194	CORGOLOIN	054.00098	844350.01	6667760.42	2005	2020	Oui	ROCAMAT	29 07 2020	Marbre	2005	2020	
70845	Bois de Montolet		21	21230	DIENAY	054.02027	856184.44	6713557.86	2002	2017	Oui	SOCALCOR	18 02 2017	Roche calcaire	2002	2017	
70846	Les Lavières		21	21210	CREANCEY	054.00105	819984.10	6685336.12	2002	2024	Oui	ENTREPRISE ROGER MARTIN	02 08 2024	Roche calcaire	2002	2024	
